ref_date_raw,start_year,geo,sex,indicator,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,statistic,uom,scalar_factor
2021-10,2021,Alberta,Women,Fair or poor perceived health,279000.0,number,e,True,v1427747564,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,Women,Fair or poor perceived health,212000.0,number,e,True,v1427747565,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Women,Fair or poor perceived health,346000.0,number,e,True,v1427747566,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Excellent or very good perceived health,50.5,percent,,False,v1427747567,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,"Total, all persons",Excellent or very good perceived health,46.9,percent,,False,v1427747568,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,"Total, all persons",Excellent or very good perceived health,54.0,percent,,False,v1427747569,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,"Total, all persons",Excellent or very good perceived health,2215000.0,number,,True,v1427747570,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Excellent or very good perceived health,2059000.0,number,,True,v1427747571,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Excellent or very good perceived health,2371000.0,number,,True,v1427747572,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Good perceived health,32.4,percent,,False,v1427747573,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,"Total, all persons",Good perceived health,29.1,percent,,False,v1427747574,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,"Total, all persons",Good perceived health,35.9,percent,,False,v1427747575,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,"Total, all persons",Good perceived health,1422000.0,number,,True,v1427747576,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Good perceived health,1273000.0,number,,True,v1427747577,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Good perceived health,1571000.0,number,,True,v1427747578,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Fair or poor perceived health,17.1,percent,,False,v1427747579,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,"Total, all persons",Fair or poor perceived health,14.6,percent,,False,v1427747580,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,"Total, all persons",Fair or poor perceived health,19.9,percent,,False,v1427747581,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,"Total, all persons",Fair or poor perceived health,752000.0,number,,True,v1427747582,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Fair or poor perceived health,635000.0,number,,True,v1427747583,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,"Total, all persons",Fair or poor perceived health,868000.0,number,,True,v1427747584,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Men,Excellent or very good perceived health,50.4,percent,,False,v1427747585,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,Men,Excellent or very good perceived health,45.2,percent,,False,v1427747586,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Men,Excellent or very good perceived health,55.5,percent,,False,v1427747587,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Men,Excellent or very good perceived health,1093000.0,number,,True,v1427747588,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,Men,Excellent or very good perceived health,979000.0,number,,True,v1427747589,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Men,Excellent or very good perceived health,1207000.0,number,,True,v1427747590,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Men,Good perceived health,32.8,percent,,False,v1427747591,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,Men,Good perceived health,27.9,percent,,False,v1427747592,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Men,Good perceived health,38.1,percent,,False,v1427747593,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Men,Good perceived health,712000.0,number,,True,v1427747594,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,Men,Good perceived health,601000.0,number,,True,v1427747595,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Men,Good perceived health,822000.0,number,,True,v1427747596,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Men,Fair or poor perceived health,16.9,percent,,False,v1427747597,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,Men,Fair or poor perceived health,13.3,percent,,False,v1427747598,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Men,Fair or poor perceived health,21.1,percent,,False,v1427747599,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Men,Fair or poor perceived health,366000.0,number,e,True,v1427747600,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,Men,Fair or poor perceived health,281000.0,number,e,True,v1427747601,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Men,Fair or poor perceived health,451000.0,number,e,True,v1427747602,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Women,Excellent or very good perceived health,50.6,percent,,False,v1427747603,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,Women,Excellent or very good perceived health,45.7,percent,,False,v1427747604,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Women,Excellent or very good perceived health,55.5,percent,,False,v1427747605,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Women,Excellent or very good perceived health,1122000.0,number,,True,v1427747606,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,Women,Excellent or very good perceived health,1013000.0,number,,True,v1427747607,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Women,Excellent or very good perceived health,1232000.0,number,,True,v1427747608,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Women,Good perceived health,32.0,percent,,False,v1427747609,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,Women,Good perceived health,27.6,percent,,False,v1427747610,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Women,Good perceived health,36.8,percent,,False,v1427747611,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Women,Good perceived health,710000.0,number,,True,v1427747612,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,Women,Good perceived health,608000.0,number,,True,v1427747613,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Women,Good perceived health,813000.0,number,,True,v1427747614,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Women,Fair or poor perceived health,17.4,percent,,False,v1427747615,2021-10,2016A000259,Percentage of persons,Percent,units
2021-10,2021,British Columbia,Women,Fair or poor perceived health,14.0,percent,,False,v1427747616,2021-10,2016A000259,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Women,Fair or poor perceived health,21.4,percent,,False,v1427747617,2021-10,2016A000259,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,British Columbia,Women,Fair or poor perceived health,386000.0,number,e,True,v1427747618,2021-10,2016A000259,Number of persons,Number,thousands
2021-10,2021,British Columbia,Women,Fair or poor perceived health,305000.0,number,e,True,v1427747619,2021-10,2016A000259,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,British Columbia,Women,Fair or poor perceived health,467000.0,number,e,True,v1427747620,2021-10,2016A000259,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,53.6,percent,,False,v1427746919,2022-01,2016A000011124,Percentage of persons,Percent,units
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,52.3,percent,,False,v1427746920,2022-01,2016A000011124,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,54.9,percent,,False,v1427746921,2022-01,2016A000011124,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,16958000.0,number,,True,v1427746922,2022-01,2016A000011124,Number of persons,Number,thousands
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,16549000.0,number,,True,v1427746923,2022-01,2016A000011124,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,17366000.0,number,,True,v1427746924,2022-01,2016A000011124,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-01,2022,Canada (excluding territories),"Total, all persons",Good perceived health,32.9,percent,,False,v1427746925,2022-01,2016A000011124,Percentage of persons,Percent,units
2022-01,2022,Canada (excluding territories),"Total, all persons",Good perceived health,31.7,percent,,False,v1427746926,2022-01,2016A000011124,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-01,2022,Canada (excluding territories),"Total, all persons",Good perceived health,34.1,percent,,False,v1427746927,2022-01,2016A000011124,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-01,2022,Canada (excluding territories),"Total, all persons",Good perceived health,10395000.0,number,,True,v1427746928,2022-01,2016A000011124,Number of persons,Number,thousands
2022-01,2022,Canada (excluding territories),"Total, all persons",Good perceived health,10005000.0,number,,True,v1427746929,2022-01,2016A000011124,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
