ref_date_raw,start_year,geo,sex,age_group,indicator,value,ci_low,ci_high,metric_type,quality_flag
2023/2024,2023,Yukon,Males,"Total, 18 years and over",Anxiety disorder,7.0,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Cannabis use, past 12 months",40.0,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Cannabis use, past 12 months",47.1,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Cannabis use, past 12 months",32.6,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over",Heavy drinking,24.8,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over",Heavy drinking,34.6,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over",Heavy drinking,24.5,,,percent,
2019/2020,2019,Yukon,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",81.3,,,percent,
2021/2022,2021,Yukon,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",79.0,,,percent,
2023/2024,2023,Yukon,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.4,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",63.8,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",37.8,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",48.4,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Perceived mental health, fair or poor",9.6,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Perceived mental health, fair or poor",18.7,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.4,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",18.0,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",27.5,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over",Mood disorder,11.2,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over",Mood disorder,21.4,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over",Mood disorder,19.1,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over",Anxiety disorder,10.5,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over",Anxiety disorder,21.5,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over",Anxiety disorder,20.3,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Cannabis use, past 12 months",28.3,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Cannabis use, past 12 months",34.8,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Cannabis use, past 12 months",29.6,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over",Heavy drinking,19.3,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over",Heavy drinking,23.8,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over",Heavy drinking,18.3,,,percent,
2019/2020,2019,Yukon,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.8,,,percent,
2021/2022,2021,Yukon,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",74.3,,,percent,
2023/2024,2023,Yukon,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.3,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",58.7,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",41.4,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",46.1,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",13.2,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.7,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",18.1,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.5,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over",Mood disorder,8.9,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over",Mood disorder,12.0,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over",Mood disorder,14.0,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over",Anxiety disorder,7.7,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over",Anxiety disorder,14.7,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over",Anxiety disorder,15.9,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",34.7,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",38.6,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",35.2,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over",Heavy drinking,31.1,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over",Heavy drinking,31.7,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over",Heavy drinking,24.8,,,percent,
2019/2020,2019,Northwest Territories,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",79.3,,,percent,
2021/2022,2021,Northwest Territories,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",75.3,,,percent,
2023/2024,2023,Northwest Territories,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.6,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",63.5,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",47.1,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",51.9,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.8,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.0,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.3,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",14.3,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.3,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.5,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over",Mood disorder,8.5,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over",Mood disorder,6.7,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over",Mood disorder,10.6,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over",Anxiety disorder,4.6,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over",Anxiety disorder,8.1,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over",Anxiety disorder,10.5,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Cannabis use, past 12 months",38.4,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Cannabis use, past 12 months",45.1,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Cannabis use, past 12 months",35.8,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over",Heavy drinking,34.9,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over",Heavy drinking,37.2,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over",Heavy drinking,25.9,,,percent,
2019/2020,2019,Northwest Territories,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.2,,,percent,
2021/2022,2021,Northwest Territories,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",77.6,,,percent,
2023/2024,2023,Northwest Territories,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.4,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",53.8,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",35.6,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",40.3,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, fair or poor",13.6,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, fair or poor",21.5,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Perceived mental health, fair or poor",21.9,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",26.9,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",24.8,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",24.6,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over",Mood disorder,9.3,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over",Mood disorder,17.5,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over",Mood disorder,17.5,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over",Anxiety disorder,11.0,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over",Anxiety disorder,21.6,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over",Anxiety disorder,21.5,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Cannabis use, past 12 months",31.0,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Cannabis use, past 12 months",31.9,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Cannabis use, past 12 months",34.5,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over",Heavy drinking,27.2,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over",Heavy drinking,26.0,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over",Heavy drinking,23.7,,,percent,
2019/2020,2019,Northwest Territories,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",86.5,,,percent,
2021/2022,2021,Northwest Territories,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.9,,,percent,
2023/2024,2023,Northwest Territories,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.8,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",48.7,,,percent,E
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",44.8,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",42.6,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",8.2,,,percent,E
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.9,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",15.2,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",13.9,,,percent,
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.1,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",15.4,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over",Mood disorder,7.3,,,percent,
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over",Mood disorder,14.2,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over",Mood disorder,14.6,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over",Anxiety disorder,7.6,,,percent,
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over",Anxiety disorder,9.6,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",43.0,,,percent,
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",47.7,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",46.5,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over",Heavy drinking,21.8,,,percent,
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over",Heavy drinking,26.4,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over",Heavy drinking,21.0,,,percent,
2019/2020,2019,Nunavut,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",83.7,,,percent,
2021/2022,2021,Nunavut,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.8,,,percent,
2023/2024,2023,Nunavut,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",83.2,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",,,,percent,F
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",49.8,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",46.2,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Perceived mental health, fair or poor",8.9,,,percent,E
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.1,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.6,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",12.7,,,percent,
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.7,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",13.8,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over",Mood disorder,8.0,,,percent,
2021/2022,2021,Nunavut,Males,"Total, 18 years and over",Mood disorder,13.5,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over",Mood disorder,11.0,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over",Anxiety disorder,6.0,,,percent,
2021/2022,2021,Nunavut,Males,"Total, 18 years and over",Anxiety disorder,5.2,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Cannabis use, past 12 months",57.9,,,percent,E
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Cannabis use, past 12 months",59.6,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Cannabis use, past 12 months",55.8,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over",Heavy drinking,27.0,,,percent,E
2021/2022,2021,Nunavut,Males,"Total, 18 years and over",Heavy drinking,32.4,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over",Heavy drinking,21.1,,,percent,
2019/2020,2019,Nunavut,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.7,,,percent,
2021/2022,2021,Nunavut,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.7,,,percent,
2023/2024,2023,Nunavut,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",82.4,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",,,,percent,F
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",39.6,,,percent,
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",38.9,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Perceived mental health, fair or poor",7.5,,,percent,E
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Perceived mental health, fair or poor",20.9,,,percent,E
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Perceived mental health, fair or poor",17.9,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",15.1,,,percent,
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.5,,,percent,
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.0,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over",Mood disorder,6.6,,,percent,
2021/2022,2021,Nunavut,Females,"Total, 18 years and over",Mood disorder,14.9,,,percent,
2023/2024,2023,Nunavut,Females,"Total, 18 years and over",Mood disorder,18.3,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over",Anxiety disorder,9.3,,,percent,E
2021/2022,2021,Nunavut,Females,"Total, 18 years and over",Anxiety disorder,14.0,,,percent,
2023/2024,2023,Nunavut,Females,"Total, 18 years and over",Anxiety disorder,,,,percent,..
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Cannabis use, past 12 months",27.5,,,percent,
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Cannabis use, past 12 months",35.4,,,percent,E
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Cannabis use, past 12 months",37.0,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over",Heavy drinking,16.3,,,percent,E
2021/2022,2021,Nunavut,Females,"Total, 18 years and over",Heavy drinking,20.3,,,percent,
2023/2024,2023,Nunavut,Females,"Total, 18 years and over",Heavy drinking,20.8,,,percent,
2019/2020,2019,Nunavut,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",81.6,,,percent,E
2021/2022,2021,Nunavut,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",85.8,,,percent,E
2023/2024,2023,Nunavut,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",84.1,,,percent,
