ref_date_raw,start_year,geo,sex,age_group,indicator,characteristic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",8100.0,number,e,False,v114662908,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",21400.0,number,e,False,v114662909,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, family",Percent,11.2,percent,e,False,v114662910,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",6.8,percent,e,False,v114662911,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, percent",18.0,percent,e,False,v114662912,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114662913,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,,number,..,False,v114662914,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",,number,..,False,v114662915,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",,number,..,False,v114662916,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,,percent,..,False,v114662917,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",,percent,..,False,v114662918,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",,percent,..,False,v114662919,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Statistically different from the Canada (excluding territories) rate,,percent,..,False,v114662920,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,12100.0,number,e,False,v114662921,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",6800.0,number,e,False,v114662922,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",19200.0,number,e,False,v114662923,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Percent,9.8,percent,e,False,v114662924,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",5.8,percent,e,False,v114662925,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",16.2,percent,e,False,v114662926,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114662927,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health",Number of persons,4800.0,number,e,False,v114662928,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",2100.0,number,e,False,v114662929,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",8500.0,number,e,False,v114662930,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health",Percent,3.9,percent,e,False,v114662931,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",2.0,percent,e,False,v114662932,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, percent",7.5,percent,e,False,v114662933,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114662934,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other",Number of persons,,number,f,False,v114662935,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",,number,f,False,v114662936,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",,number,f,False,v114662937,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other",Percent,,percent,f,False,v114662938,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",,percent,f,False,v114662939,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, percent",,percent,f,False,v114662940,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114662941,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none",Number of persons,14100.0,number,e,False,v114662942,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",5400.0,number,e,False,v114662943,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",24100.0,number,e,False,v114662944,2019,2016A000246,Number,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none",Percent,11.4,percent,e,False,v114662945,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",5.9,percent,e,False,v114662946,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, percent",20.8,percent,e,False,v114662947,2019,2016A000246,Percent,units
2019,2019,Manitoba,Females,35 to 49 years,"Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114662948,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Number of persons,203100.0,number,,False,v114662949,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",191800.0,number,,False,v114662950,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",215300.0,number,,False,v114662951,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Percent,85.1,percent,,False,v114662952,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",79.9,percent,,False,v114662953,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",89.0,percent,,False,v114662954,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114662955,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Number of persons,215600.0,number,,False,v114662956,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",204100.0,number,,False,v114662957,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",224000.0,number,,False,v114662958,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Percent,91.0,percent,,False,v114662959,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",86.3,percent,,False,v114662960,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",94.1,percent,,False,v114662961,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114662962,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work",Number of persons,49500.0,number,,False,v114662963,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",39300.0,number,,False,v114662964,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",63300.0,number,,False,v114662965,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work",Percent,20.9,percent,,False,v114662966,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",16.3,percent,,False,v114662967,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, percent",26.5,percent,,False,v114662968,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,-1.0,percent,,False,v114662969,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Number of persons,59400.0,number,,False,v114662970,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",46600.0,number,,False,v114662971,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",74400.0,number,,False,v114662972,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Percent,25.1,percent,,False,v114662973,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, percent",19.7,percent,,False,v114662974,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, percent",31.4,percent,,False,v114662975,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114662976,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family",Number of persons,64900.0,number,,False,v114662977,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",46700.0,number,,False,v114662978,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",75200.0,number,,False,v114662979,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family",Percent,27.4,percent,,False,v114662980,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",21.0,percent,,False,v114662981,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, percent",34.8,percent,,False,v114662982,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114662983,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,,number,..,False,v114662984,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",,number,..,False,v114662985,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",,number,..,False,v114662986,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,,percent,..,False,v114662987,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",,percent,..,False,v114662988,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",,percent,..,False,v114662989,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Statistically different from the Canada (excluding territories) rate,,percent,..,False,v114662990,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,15400.0,number,e,False,v114662991,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",9100.0,number,e,False,v114662992,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",22300.0,number,e,False,v114662993,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Percent,6.5,percent,e,False,v114662994,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",4.2,percent,e,False,v114662995,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",9.9,percent,e,False,v114662996,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114662997,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health",Number of persons,14300.0,number,e,False,v114662998,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, number of persons",10000.0,number,e,False,v114662999,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, number of persons",20800.0,number,e,False,v114663000,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health",Percent,6.1,percent,e,False,v114663001,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health","Low 95% confidence interval, percent",4.1,percent,e,False,v114663002,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health","High 95% confidence interval, percent",8.9,percent,e,False,v114663003,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, health",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114663004,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other",Number of persons,,number,f,False,v114663005,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, number of persons",,number,f,False,v114663006,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, number of persons",,number,f,False,v114663007,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other",Percent,,percent,f,False,v114663008,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other","Low 95% confidence interval, percent",,percent,f,False,v114663009,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other","High 95% confidence interval, percent",,percent,f,False,v114663010,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114663011,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none",Number of persons,29800.0,number,e,False,v114663012,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",22600.0,number,e,False,v114663013,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",39400.0,number,e,False,v114663014,2019,2016A000246,Number,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none",Percent,12.6,percent,e,False,v114663015,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",9.3,percent,e,False,v114663016,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none","High 95% confidence interval, percent",16.8,percent,e,False,v114663017,2019,2016A000246,Percent,units
2019,2019,Manitoba,Both sexes,50 to 64 years,"Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114663018,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Number of persons,98500.0,number,,False,v114663019,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",90700.0,number,,False,v114663020,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",108800.0,number,,False,v114663021,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Percent,82.6,percent,,False,v114663022,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",73.8,percent,,False,v114663023,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",88.8,percent,,False,v114663024,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114663025,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Number of persons,109500.0,number,,False,v114663026,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",101300.0,number,,False,v114663027,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",116200.0,number,,False,v114663028,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Percent,91.8,percent,,False,v114663029,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",84.6,percent,,False,v114663030,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",95.8,percent,,False,v114663031,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114663032,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work",Number of persons,23700.0,number,e,False,v114663033,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",17100.0,number,e,False,v114663034,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",31800.0,number,e,False,v114663035,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work",Percent,20.1,percent,e,False,v114663036,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",14.6,percent,e,False,v114663037,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, percent",27.2,percent,e,False,v114663038,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114663039,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Number of persons,39300.0,number,,False,v114663040,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",28800.0,number,,False,v114663041,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",49500.0,number,,False,v114663042,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Percent,33.4,percent,,False,v114663043,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, percent",25.3,percent,,False,v114663044,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, percent",42.7,percent,,False,v114663045,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, financial concerns",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114663046,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family",Number of persons,23300.0,number,e,False,v114663047,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",12200.0,number,e,False,v114663048,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",30700.0,number,e,False,v114663049,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family",Percent,19.8,percent,e,False,v114663050,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",12.5,percent,e,False,v114663051,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, percent",29.9,percent,e,False,v114663052,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,0.0,percent,e,False,v114663053,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,,number,..,False,v114663054,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",,number,..,False,v114663055,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",,number,..,False,v114663056,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,,percent,..,False,v114663057,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",,percent,..,False,v114663058,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",,percent,..,False,v114663059,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Statistically different from the Canada (excluding territories) rate,,percent,..,False,v114663060,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Number of persons,,number,f,False,v114663061,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, number of persons",,number,f,False,v114663062,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, number of persons",,number,f,False,v114663063,2019,2016A000246,Number,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time",Percent,,percent,f,False,v114663064,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","Low 95% confidence interval, percent",,percent,f,False,v114663065,2019,2016A000246,Percent,units
2019,2019,Manitoba,Males,50 to 64 years,"Main source of stress in day-to-day life, time pressures/ not enough time","High 95% confidence interval, percent",,percent,f,False,v114663066,2019,2016A000246,Percent,units
